EXO 1:1	Iată numele fiilor lui Israel care au venit în Egipt cu Iacov, fiecare cu familia lui:
EXO 32:15	Moise turned, and went down from the mountain, with the two tablets of the covenant in his mână; tablets that were written on both their sides. They were written on one side and on the other.
EXO 32:16	The tablets were the work of Dumnezeu, and the writing was the writing of Dumnezeu, engraved on the tablets. (text revizuit în limba română cu diacritice)
EXO 32:17	When Joshua heard the noise of the people as they shouted, he i-a zis lui Moise, There is the noise of war in the camp. (text revizuit în limba română cu diacritice)
EXO 32:18	He a zis, It isn’t the voice of those who shout for victory. It is not the voice of those who cry for being overcome; but the noise of those who sing that I hear. (text revizuit în limba română cu diacritice)
EXO 32:19	As soon as he came near to the camp, he saw the calf and the dancing. Then Moise’ anger grew hot, and he threw the tablets out of his mânăs, and broke them beneath the mountain.
EXO 32:20	He took the calf which they had made, and burned it with fire, ground it to powder, and scattered it on the water, and made the children of Israel drink it. (text revizuit în limba română cu diacritice)
EXO 32:21	Moise i-a zis lui Aaron, What did these people do to you, that you have brought a great sin on them? (text revizuit în limba română cu diacritice)
EXO 32:22	Aaron a zis, Don’t let the anger of my lord grow hot. You know the people, that they are set on evil. (text revizuit în limba română cu diacritice)
EXO 32:23	For they i-a zis lui me, ‘Make us să pleceds, which shall să plece before us. As for this Moise, the man who brought us up out of the țară of Egipt, we don’t know what has become of him.’
EXO 32:24	I i-a zis lui them, ‘Whoever has any să pleceld, let them take it off.’ So they gave it to me; and I threw it into the fire, and out came this calf.
EXO 32:25	When Moise saw that the people were out of control, (for Aaron had let them lose control, causing derision among their enemies), (text revizuit în limba română cu diacritice)
EXO 32:26	then Moise stood in the gate of the camp, and a zis, Whoever is on the DOMNUL’s side, come to me! All the sons of Levi gathered themselves together to him. (text revizuit în limba română cu diacritice)
EXO 32:27	He i-a zis lui them, The DOMNUL, the Dumnezeu of Israel, says, ‘Every man put his sword on his thigh, and să plece back and forth from gate to gate throughout the camp, and every man kill his brother, and every man his companion, and every man his neighbor.’
EXO 32:28	The sons of Levi did according to the word of Moise. About three thousand men fell of the people that day. (text revizuit în limba română cu diacritice)
EXO 32:29	Moise a zis, Consecrate yourselves today to the DOMNUL, for every man was against his son and against his brother, that he may give you a blessing today. (text revizuit în limba română cu diacritice)
EXO 32:30	On the next day, Moise i-a zis lui the people, You have sinned a great sin. Now I will să plece up to the DOMNUL. Perhaps I shall make atonement for your sin.
EXO 32:31	Moise returned to the DOMNUL, and a zis, Oh, this people have sinned a great sin, and have made themselves să pleceds of să pleceld.
EXO 32:32	Yet now, if you will, forgive their sin—and if not, please blot me out of your book which you have written. (text revizuit în limba română cu diacritice)
EXO 32:33	The DOMNUL i-a zis lui Moise, Whoever has sinned against me, I will blot him out of my book. (text revizuit în limba română cu diacritice)
EXO 32:34	Now să plece, lead the people to the place of which I have spoken to you. Behold, my angel shall să plece before you. Nevertheless, in the day when I punish, I will punish them for their sin.
EXO 32:35	The DOMNUL struck the people, because of what they did with the calf, which Aaron made. (text revizuit în limba română cu diacritice)
EXO 33:1	The DOMNUL a vorbit lui Moise, Depart, să plece up from here, you and the people that you have brought up out of the țară of Egipt, to the țară of which I swore to Abraham, to Isaac, and to Jacob, saying, ‘I will give it to your offspring.’
EXO 33:2	I will send an angel before you; and I will drive out the Canaanite, the Amorite, and the Hittite, and the Perizzite, the Hivite, and the Jebusite. (text revizuit în limba română cu diacritice)
EXO 33:3	Go to a țară flowing with milk and honey; but I will not să plece up among you, for you are a stiff-necked people, lest I consume you on the way.
EXO 33:4	When the people heard this evil news, they mourned; and no one put on his jewelry. (text revizuit în limba română cu diacritice)
EXO 33:5	The DOMNUL had i-a zis lui Moise, Tell the children of Israel, ‘You are a stiff-necked people. If I were to să plece up among you for one moment, I would consume you. Therefore now take off your jewelry from you, that I may know what to do to you.’
EXO 33:6	The children of Israel stripped themselves of their jewelry from Mount Horeb onward. (text revizuit în limba română cu diacritice)
EXO 33:7	Now Moise used to take the tent and pitch it outside the camp, far away from the camp, and he called it The Tent of Meeting. Everyone who sought the DOMNUL went out to the Tent of Meeting, which was outside the camp. (text revizuit în limba română cu diacritice)
EXO 33:8	When Moise went out to the Tent, all the people rose up, and stood, everyone at their tent door, and watched Moise, until he had să plecene into the Tent.
EXO 33:9	When Moise entered into the Tent, the pillar of cloud descended, stood at the door of the Tent, and the DOMNUL spoke with Moise. (text revizuit în limba română cu diacritice)
EXO 33:10	All the people saw the pillar of cloud stand at the door of the Tent, and all the people rose up and worshiped, everyone at their tent door. (text revizuit în limba română cu diacritice)
EXO 33:11	The DOMNUL a vorbit lui Moise face to face, as a man speaks to his friend. He turned again into the camp, but his servant Joshua, the son of Nun, a young man, didn’t depart from the Tent. (text revizuit în limba română cu diacritice)
EXO 33:12	Moise i-a zis lui the DOMNUL, Behold, you tell me, ‘Bring up this people;’ and you haven’t let me know whom you will send with me. Yet you have a zis, ‘I know you by name, and you have also found favor in my sight.’ (text revizuit în limba română cu diacritice)
EXO 33:13	Now therefore, if I have found favor in your sight, please show me your way, now, that I may know you, so that I may find favor in your sight; and consider that this nation is your people. (text revizuit în limba română cu diacritice)
EXO 33:14	He a zis, My presence will să plece with you, and I will give you rest.
EXO 33:15	Moise i-a zis lui him, If your presence doesn’t să plece with me, don’t carry us up from here.
EXO 33:16	For how would people know that I have found favor in your sight, I and your people? Isn’t it that you să plece with us, so that we are separated, I and your people, from all the people who are on the surface of the earth?
EXO 33:17	The DOMNUL i-a zis lui Moise, I will do this thing also that you have spoken; for you have found favor in my sight, and I know you by name. (text revizuit în limba română cu diacritice)
EXO 33:18	Moise a zis, Please show me your glory. (text revizuit în limba română cu diacritice)
EXO 33:19	He a zis, I will make all my să pleceodness pass before you, and will proclaim the DOMNUL’s name before you. I will be gracious to whom I will be gracious, and will show mercy on whom I will show mercy.
EXO 33:20	He a zis, You cannot see my face, for man may not see me and live. (text revizuit în limba română cu diacritice)
EXO 33:21	The DOMNUL also a zis, Behold, there is a place by me, and you shall stand on the rock. (text revizuit în limba română cu diacritice)
EXO 33:22	It will happen, while my glory passes by, that I will put you in a cleft of the rock, and will cover you with my mână until I have passed by;
EXO 33:23	then I will take away my mână, and you will see my back; but my face shall not be seen.
EXO 34:1	The DOMNUL i-a zis lui Moise, Chisel two stone tablets like the first. I will write on the tablets the words that were on the first tablets, which you broke. (text revizuit în limba română cu diacritice)
EXO 34:2	Be ready by the morning, and come up in the morning to Mount Sinai, and present yourself there to me on the top of the mountain. (text revizuit în limba română cu diacritice)
EXO 34:3	No one shall come up with you or be seen anywhere on the mountain. Do not let the flocks or herds graze in front of that mountain. (text revizuit în limba română cu diacritice)
EXO 34:4	He chiseled two tablets of stone like the first; then Moise rose up early in the morning, and went up to Mount Sinai, as the DOMNUL had commanded him, and took in his mână two stone tablets.
EXO 34:5	The DOMNUL descended in the cloud, and stood with him there, and proclaimed the DOMNUL’s name. (text revizuit în limba română cu diacritice)
EXO 34:6	The DOMNUL passed by before him, and proclaimed, The DOMNUL! The DOMNUL, a merciful and gracious Dumnezeu, slow to anger, and abundant in loving kindness and truth, (text revizuit în limba română cu diacritice)
EXO 34:7	keeping loving kindness for thousands, forgiving iniquity and disobedience and sin; and who will by no means clear the guilty, visiting the iniquity of the fathers on the children, and on the children’s children, on the third and on the fourth generation. (text revizuit în limba română cu diacritice)
EXO 34:8	Moise hurried and bowed his head toward the earth, and worshiped. (text revizuit în limba română cu diacritice)
EXO 34:9	He a zis, If now I have found favor in your sight, Lord, please let the Lord să plece among us, even though this is a stiff-necked people; pardon our iniquity and our sin, and take us for your inheritance.
EXO 34:10	He a zis, Behold, I make a covenant: before all your people I will do marvels, such as have not been worked in all the earth, nor in any nation; and all the people among whom you are shall see the work of the DOMNUL; for it is an awesome thing that I do with you. (text revizuit în limba română cu diacritice)
EXO 34:11	Observe that which I command you today. Behold, I will drive out before you the Amorite, the Canaanite, the Hittite, the Perizzite, the Hivite, and the Jebusite. (text revizuit în limba română cu diacritice)
EXO 34:12	Be careful, lest you make a covenant with the inhabitants of the țară where you are să pleceing, lest it be for a snare among you;
EXO 34:13	but you shall break down their altars, and dash in pieces their pillars, and you shall cut down their Asherah poles; (text revizuit în limba română cu diacritice)
EXO 34:14	for you shall worship no other să pleced; for the DOMNUL, whose name is Jealous, is a jealous Dumnezeu.
EXO 34:15	Don’t make a covenant with the inhabitants of the țară, lest they play the prostitute after their să pleceds, and sacrifice to their să pleceds, and one call you and you eat of his sacrifice;
EXO 34:16	and you take of their daughters to your sons, and their daughters play the prostitute after their să pleceds, and make your sons play the prostitute after their să pleceds.
EXO 34:17	You shall make no cast idols for yourselves. (text revizuit în limba română cu diacritice)
EXO 34:18	You shall keep the feast of unleavened bread. Seven days you shall eat unleavened bread, as I commanded you, at the time appointed in the month Abib; for in the month Abib you came out of Egipt. (text revizuit în limba română cu diacritice)
EXO 34:19	All that opens the womb is mine; and all your livestock that is male, the firstborn of cow and sheep. (text revizuit în limba română cu diacritice)
EXO 34:20	You shall redeem the firstborn of a donkey with a lamb. If you will not redeem it, then you shall break its neck. You shall redeem all the firstborn of your sons. No one shall appear before me empty. (text revizuit în limba română cu diacritice)
EXO 34:21	Six days you shall work, but on the seventh day you shall rest: in plowing time and in harvest you shall rest. (text revizuit în limba română cu diacritice)
EXO 34:22	You shall observe the feast of weeks with the first fruits of wheat harvest, and the feast of harvest at the year’s end. (text revizuit în limba română cu diacritice)
EXO 34:23	Three times in the year all your males shall appear before the Lord GOD, the Dumnezeu of Israel. (text revizuit în limba română cu diacritice)
EXO 34:24	For I will drive out nations before you and enlarge your borders; neither shall any man desire your țară when you să plece up to appear before the DOMNUL, your Dumnezeu, three times in the year.
EXO 34:25	You shall not offer the blood of my sacrifice with leavened bread. The sacrifice of the feast of the Passover shall not be left to the morning. (text revizuit în limba română cu diacritice)
EXO 34:26	You shall bring the first of the first fruits of your ground to the house of the DOMNUL your Dumnezeu. You shall not boil a young să pleceat in its mother’s milk.
EXO 34:27	The DOMNUL i-a zis lui Moise, Write these words; for in accordance with these words I have made a covenant with you and with Israel. (text revizuit în limba română cu diacritice)
EXO 34:28	He was there with the DOMNUL forty days and forty nights; he neither ate bread, nor drank water. He wrote on the tablets the words of the covenant, the ten commandments. (text revizuit în limba română cu diacritice)
EXO 34:29	When Moise came down from Mount Sinai with the two tablets of the covenant in Moise’ mână, when he came down from the mountain, Moise didn’t know that the skin of his face shone by reason of his speaking with him.
EXO 34:30	When Aaron and all the children of Israel saw Moise, behold, the skin of his face shone; and they were afraid to come near him. (text revizuit în limba română cu diacritice)
EXO 34:31	Moise called to them, and Aaron and all the rulers of the congregation returned to him; and Moise a vorbit lui them. (text revizuit în limba română cu diacritice)
EXO 34:32	Afterward all the children of Israel came near, and he gave them all the commandments that the DOMNUL had spoken with him on Mount Sinai. (text revizuit în limba română cu diacritice)
EXO 34:33	When Moise was done speaking with them, he put a veil on his face. (text revizuit în limba română cu diacritice)
EXO 34:34	But when Moise went in before the DOMNUL to speak with him, he took the veil off, until he came out; and he came out, and a vorbit lui the children of Israel that which he was commanded. (text revizuit în limba română cu diacritice)
EXO 34:35	The children of Israel saw Moise’ face, that the skin of Moise’ face shone; so Moise put the veil on his face again, until he went in to speak with him. (text revizuit în limba română cu diacritice)
EXO 35:1	Moise assembled all the congregation of the children of Israel, and i-a zis lui them, These are the words which the DOMNUL has commanded, that you should do them. (text revizuit în limba română cu diacritice)
EXO 35:2	‘Six days shall work be done, but on the seventh day there shall be a holy day for you, a Sabbath of solemn rest to the DOMNUL: whoever does any work in it shall be put to death. (text revizuit în limba română cu diacritice)
EXO 35:3	You shall kindle no fire throughout your habitations on the Sabbath day.’  (text revizuit în limba română cu diacritice)
EXO 35:4	Moise a vorbit lui all the congregation of the children of Israel, saying, This is the thing which the DOMNUL commanded, saying, (text revizuit în limba română cu diacritice)
EXO 35:5	‘Take from among you an offering to the DOMNUL. Whoever is of a willing heart, let him bring it as the DOMNUL’s offering: să pleceld, silver, bronze,
EXO 35:6	blue, purple, scarlet, fine linen, să pleceats’ hair,
EXO 35:7	rams’ skins dyed red, sea cow hides, acacia wood, (text revizuit în limba română cu diacritice)
EXO 35:8	oil for the light, spices for the anointing oil and for the sweet incense, (text revizuit în limba română cu diacritice)
EXO 35:9	onyx stones, and stones to be set for the ephod and for the breastplate. (text revizuit în limba română cu diacritice)
EXO 35:10	‘Let every wise-hearted man among you come, and make all that the DOMNUL has commanded: (text revizuit în limba română cu diacritice)
EXO 35:11	the tabernacle, its outer covering, its roof, its clasps, its boards, its bars, its pillars, and its sockets; (text revizuit în limba română cu diacritice)
EXO 35:12	the ark, and its poles, the mercy seat, the veil of the screen; (text revizuit în limba română cu diacritice)
EXO 35:13	the table with its poles and all its vessels, and the show bread; (text revizuit în limba română cu diacritice)
EXO 35:14	the lamp stand also for the light, with its vessels, its lamps, and the oil for the light; (text revizuit în limba română cu diacritice)
EXO 35:15	and the altar of incense with its poles, the anointing oil, the sweet incense, the screen for the door, at the door of the tabernacle; (text revizuit în limba română cu diacritice)
EXO 35:16	the altar of burnt offering, with its grating of bronze, its poles, and all its vessels, the basin and its base; (text revizuit în limba română cu diacritice)
EXO 35:17	the hangings of the court, its pillars, their sockets, and the screen for the gate of the court; (text revizuit în limba română cu diacritice)
EXO 35:18	the pins of the tabernacle, the pins of the court, and their cords; (text revizuit în limba română cu diacritice)
EXO 35:19	the finely worked garments for ministering in the holy place—the holy garments for Aaron the priest, and the garments of his sons—to minister in the priest’s office.’  (text revizuit în limba română cu diacritice)
EXO 35:20	All the congregation of the children of Israel departed from the presence of Moise. (text revizuit în limba română cu diacritice)
EXO 35:21	They came, everyone whose heart stirred him up, and everyone whom his spirit made willing, and brought the DOMNUL’s offering for the work of the Tent of Meeting, and for all of its service, and for the holy garments. (text revizuit în limba română cu diacritice)
EXO 35:22	They came, both men and women, as many as were willing-hearted, and brought brooches, earrings, signet rings, and armlets, all jewels of să pleceld; even every man who offered an offering of să pleceld to the DOMNUL.
EXO 35:23	Everyone with whom was found blue, purple, scarlet, fine linen, să pleceats’ hair, rams’ skins dyed red, and sea cow hides, brought them.
EXO 35:24	Everyone who offered an offering of silver and bronze brought the DOMNUL’s offering; and everyone with whom was found acacia wood for any work of the service, brought it. (text revizuit în limba română cu diacritice)
EXO 35:25	All the women who were wise-hearted spun with their mânăs, and brought that which they had spun: the blue, the purple, the scarlet, and the fine linen.
EXO 35:26	All the women whose heart stirred them up in wisdom spun the să pleceats’ hair.
EXO 35:27	The rulers brought the onyx stones and the stones to be set for the ephod and for the breastplate; (text revizuit în limba română cu diacritice)
EXO 35:28	with the spice and the oil for the light, for the anointing oil, and for the sweet incense. (text revizuit în limba română cu diacritice)
EXO 35:29	The children of Israel brought a free will offering to the DOMNUL; every man and woman whose heart made them willing to bring for all the work, which the DOMNUL had commanded to be made by Moise. (text revizuit în limba română cu diacritice)
EXO 35:30	Moise i-a zis lui the children of Israel, Behold, the DOMNUL has called by name Bezalel the son of Uri, the son of Hur, of the tribe of Judah. (text revizuit în limba română cu diacritice)
EXO 35:31	He has filled him with the Spirit of Dumnezeu, in wisdom, in understanding, in knowledge, and in all kinds of workmanship; (text revizuit în limba română cu diacritice)
EXO 35:32	and to make skillful works, to work in să pleceld, in silver, in bronze,
EXO 35:33	in cutting of stones for setting, and in carving of wood, to work in all kinds of skillful workmanship. (text revizuit în limba română cu diacritice)
EXO 35:34	He has put in his heart that he may teach, both he and Oholiab, the son of Ahisamach, of the tribe of Dan. (text revizuit în limba română cu diacritice)
EXO 35:35	He has filled them with wisdom of heart to work all kinds of workmanship, of the engraver, of the skillful workman, and of the embroiderer, in blue, in purple, in scarlet, and in fine linen, and of the weaver, even of those who do any workmanship, and of those who make skillful works. (text revizuit în limba română cu diacritice)
EXO 36:1	Bezalel and Oholiab shall work with every wise-hearted man, in whom the DOMNUL has put wisdom and understanding to know how to do all the work for the service of the sanctuary, according to all that the DOMNUL has commanded. (text revizuit în limba română cu diacritice)
EXO 36:2	Moise called Bezalel and Oholiab, and every wise-hearted man, in whose heart the DOMNUL had put wisdom, even everyone whose heart stirred him up to come to the work to do it. (text revizuit în limba română cu diacritice)
EXO 36:3	They received from Moise all the offering which the children of Israel had brought for the work of the service of the sanctuary, with which to make it. They kept bringing free will offerings to him every morning. (text revizuit în limba română cu diacritice)
EXO 36:4	All the wise men, who performed all the work of the sanctuary, each came from his work which he did. (text revizuit în limba română cu diacritice)
EXO 36:5	They a vorbit lui Moise, saying, The people have brought much more than enough for the service of the work which the DOMNUL commanded to make. (text revizuit în limba română cu diacritice)
EXO 36:6	Moise gave a commandment, and they caused it to be proclaimed throughout the camp, saying, Let neither man nor woman make anything else for the offering for the sanctuary. So the people were restrained from bringing. (text revizuit în limba română cu diacritice)
EXO 36:7	For the stuff they had was sufficient to do all the work, and too much. (text revizuit în limba română cu diacritice)
EXO 36:8	All the wise-hearted men among those who did the work made the tabernacle with ten curtains of fine twined linen, blue, purple, and scarlet. They made them with cherubim, the work of a skillful workman. (text revizuit în limba română cu diacritice)
EXO 36:9	The length of each curtain was twenty-eight cubits, and the width of each curtain four cubits. All the curtains had one measure. (text revizuit în limba română cu diacritice)
EXO 36:10	He coupled five curtains to one another, and the other five curtains he coupled to one another. (text revizuit în limba română cu diacritice)
EXO 36:11	He made loops of blue on the edge of the one curtain from the edge in the coupling. Likewise he made in the edge of the curtain that was outermost in the second coupling. (text revizuit în limba română cu diacritice)
EXO 36:12	He made fifty loops in the one curtain, and he made fifty loops in the edge of the curtain that was in the second coupling. The loops were opposite to one another. (text revizuit în limba română cu diacritice)
EXO 36:13	He made fifty clasps of să pleceld, and coupled the curtains to one another with the clasps: so the tabernacle was a unit.
EXO 36:14	He made curtains of să pleceats’ hair for a covering over the tabernacle. He made them eleven curtains.
EXO 36:15	The length of each curtain was thirty cubits, and four cubits the width of each curtain. The eleven curtains had one measure. (text revizuit în limba română cu diacritice)
EXO 36:16	He coupled five curtains by themselves, and six curtains by themselves. (text revizuit în limba română cu diacritice)
EXO 36:17	He made fifty loops on the edge of the curtain that was outermost in the coupling, and he made fifty loops on the edge of the curtain which was outermost in the second coupling. (text revizuit în limba română cu diacritice)
EXO 36:18	He made fifty clasps of bronze to couple the tent together, that it might be a unit. (text revizuit în limba română cu diacritice)
EXO 36:19	He made a covering for the tent of rams’ skins dyed red, and a covering of sea cow hides above. (text revizuit în limba română cu diacritice)
EXO 36:20	He made the boards for the tabernacle of acacia wood, standing up. (text revizuit în limba română cu diacritice)
EXO 36:21	Ten cubits was the length of a board, and a cubit and a half the width of each board. (text revizuit în limba română cu diacritice)
EXO 36:22	Each board had two tenons, joined to one another. He made all the boards of the tabernacle this way. (text revizuit în limba română cu diacritice)
EXO 36:23	He made the boards for the tabernacle, twenty boards for the south side southward. (text revizuit în limba română cu diacritice)
EXO 36:24	He made forty sockets of silver under the twenty boards: two sockets under one board for its two tenons, and two sockets under another board for its two tenons. (text revizuit în limba română cu diacritice)
EXO 36:25	For the second side of the tabernacle, on the north side, he made twenty boards (text revizuit în limba română cu diacritice)
EXO 36:26	and their forty sockets of silver: two sockets under one board, and two sockets under another board. (text revizuit în limba română cu diacritice)
EXO 36:27	For the far part of the tabernacle westward he made six boards. (text revizuit în limba română cu diacritice)
EXO 36:28	He made two boards for the corners of the tabernacle in the far part. (text revizuit în limba română cu diacritice)
EXO 36:29	They were double beneath, and in the same way they were all the way to its top to one ring. He did this to both of them in the two corners. (text revizuit în limba română cu diacritice)
EXO 36:30	There were eight boards and their sockets of silver, sixteen sockets—under every board two sockets. (text revizuit în limba română cu diacritice)
EXO 36:31	He made bars of acacia wood: five for the boards of the one side of the tabernacle, (text revizuit în limba română cu diacritice)
EXO 36:32	and five bars for the boards of the other side of the tabernacle, and five bars for the boards of the tabernacle for the hinder part westward. (text revizuit în limba română cu diacritice)
EXO 36:33	He made the middle bar to pass through in the middle of the boards from the one end to the other. (text revizuit în limba română cu diacritice)
EXO 36:34	He overlaid the boards with să pleceld, and made their rings of să pleceld as places for the bars, and overlaid the bars with să pleceld.
EXO 36:35	He made the veil of blue, purple, scarlet, and fine twined linen, with cherubim. He made it the work of a skillful workman. (text revizuit în limba română cu diacritice)
EXO 36:36	He made four pillars of acacia for it, and overlaid them with să pleceld. Their hooks were of să pleceld. He cast four sockets of silver for them.
EXO 36:37	He made a screen for the door of the tent, of blue, purple, scarlet, and fine twined linen, the work of an embroiderer; (text revizuit în limba română cu diacritice)
EXO 36:38	and the five pillars of it with their hooks. He overlaid their capitals and their fillets with să pleceld, and their five sockets were of bronze.
EXO 37:1	Bezalel made the ark of acacia wood. Its length was two and a half cubits, and its width a cubit and a half, and a cubit and a half its height. (text revizuit în limba română cu diacritice)
EXO 37:2	He overlaid it with pure să pleceld inside and outside, and made a molding of să pleceld for it around it.
EXO 37:3	He cast four rings of să pleceld for it in its four feet—two rings on its one side, and two rings on its other side.
EXO 37:4	He made poles of acacia wood and overlaid them with să pleceld.
EXO 37:5	He put the poles into the rings on the sides of the ark, to bear the ark. (text revizuit în limba română cu diacritice)
EXO 37:6	He made a mercy seat of pure să pleceld. Its length was two and a half cubits, and a cubit and a half its width.
EXO 37:7	He made two cherubim of să pleceld. He made them of beaten work, at the two ends of the mercy seat:
EXO 37:8	one cherub at the one end, and one cherub at the other end. He made the cherubim of one piece with the mercy seat at its two ends. (text revizuit în limba română cu diacritice)
EXO 37:9	The cherubim spread out their wings above, covering the mercy seat with their wings, with their faces toward one another. The faces of the cherubim were toward the mercy seat. (text revizuit în limba română cu diacritice)
EXO 37:10	He made the table of acacia wood. Its length was two cubits, and its width was a cubit, and its height was a cubit and a half. (text revizuit în limba română cu diacritice)
EXO 37:11	He overlaid it with pure să pleceld, and made a să pleceld molding around it.
EXO 37:12	He made a border of a mână’s width around it, and made a să plecelden molding on its border around it.
EXO 37:13	He cast four rings of să pleceld for it, and put the rings in the four corners that were on its four feet.
EXO 37:14	The rings were close by the border, the places for the poles to carry the table. (text revizuit în limba română cu diacritice)
EXO 37:15	He made the poles of acacia wood, and overlaid them with să pleceld, to carry the table.
EXO 37:16	He made the vessels which were on the table, its dishes, its spoons, its bowls, and its pitchers with which to pour out, of pure să pleceld.
EXO 37:17	He made the lamp stand of pure să pleceld. He made the lamp stand of beaten work. Its base, its shaft, its cups, its buds, and its flowers were of one piece with it.
EXO 37:18	There were six branches să pleceing out of its sides: three branches of the lamp stand out of its one side, and three branches of the lamp stand out of its other side:
EXO 37:19	three cups made like almond blossoms in one branch, a bud and a flower, and three cups made like almond blossoms in the other branch, a bud and a flower; so for the six branches să pleceing out of the lamp stand.
EXO 37:20	In the lamp stand were four cups made like almond blossoms, its buds and its flowers; (text revizuit în limba română cu diacritice)
EXO 37:21	and a bud under two branches of one piece with it, and a bud under two branches of one piece with it, and a bud under two branches of one piece with it, for the six branches să pleceing out of it.
EXO 37:22	Their buds and their branches were of one piece with it. The whole thing was one beaten work of pure să pleceld.
EXO 37:23	He made its seven lamps, and its snuffers, and its snuff dishes, of pure să pleceld.
EXO 37:24	He made it of a talent of pure să pleceld, with all its vessels.
EXO 37:25	He made the altar of incense of acacia wood. It was square: its length was a cubit, and its width a cubit. Its height was two cubits. Its horns were of one piece with it. (text revizuit în limba română cu diacritice)
EXO 37:26	He overlaid it with pure să pleceld: its top, its sides around it, and its horns. He made a să pleceld molding around it.
EXO 37:27	He made two să plecelden rings for it under its molding crown, on its two ribs, on its two sides, for places for poles with which to carry it.
EXO 37:28	He made the poles of acacia wood, and overlaid them with să pleceld.
EXO 37:29	He made the holy anointing oil and the pure incense of sweet spices, after the art of the perfumer. (text revizuit în limba română cu diacritice)
EXO 38:1	He made the altar of burnt offering of acacia wood. It was square. Its length was five cubits, its width was five cubits, and its height was three cubits. (text revizuit în limba română cu diacritice)
EXO 38:2	He made its horns on its four corners. Its horns were of one piece with it, and he overlaid it with bronze. (text revizuit în limba română cu diacritice)
EXO 38:3	He made all the vessels of the altar: the pots, the shovels, the basins, the forks, and the fire pans. He made all its vessels of bronze. (text revizuit în limba română cu diacritice)
EXO 38:4	He made for the altar a grating of a network of bronze, under the ledge around it beneath, reaching halfway up. (text revizuit în limba română cu diacritice)
EXO 38:5	He cast four rings for the four corners of bronze grating, to be places for the poles. (text revizuit în limba română cu diacritice)
EXO 38:6	He made the poles of acacia wood, and overlaid them with bronze. (text revizuit în limba română cu diacritice)
EXO 38:7	He put the poles into the rings on the sides of the altar, with which to carry it. He made it hollow with planks. (text revizuit în limba română cu diacritice)
EXO 38:8	He made the basin of bronze, and its base of bronze, out of the mirrors of the ministering women who ministered at the door of the Tent of Meeting. (text revizuit în limba română cu diacritice)
EXO 38:9	He made the court: for the south side southward the hangings of the court were of fine twined linen, one hundred cubits; (text revizuit în limba română cu diacritice)
EXO 38:10	their pillars were twenty, and their sockets twenty, of bronze; the hooks of the pillars and their fillets were of silver. (text revizuit în limba română cu diacritice)
EXO 38:11	For the north side one hundred cubits, their pillars twenty, and their sockets twenty, of bronze; the hooks of the pillars, and their fillets, of silver. (text revizuit în limba română cu diacritice)
EXO 38:12	For the west side were hangings of fifty cubits, their pillars ten, and their sockets ten; the hooks of the pillars, and their fillets, of silver. (text revizuit în limba română cu diacritice)
EXO 38:13	For the east side eastward fifty cubits, (text revizuit în limba română cu diacritice)
EXO 38:14	the hangings for the one side were fifteen cubits; their pillars three, and their sockets three; (text revizuit în limba română cu diacritice)
EXO 38:15	and so for the other side: on this mână and that mână by the gate of the court were hangings of fifteen cubits; their pillars three, and their sockets three.
EXO 38:16	All the hangings around the court were of fine twined linen. (text revizuit în limba română cu diacritice)
EXO 38:17	The sockets for the pillars were of bronze. The hooks of the pillars and their fillets were of silver. Their capitals were overlaid with silver. All the pillars of the court had silver bands. (text revizuit în limba română cu diacritice)
EXO 38:18	The screen for the gate of the court was the work of the embroiderer, of blue, purple, scarlet, and fine twined linen. Twenty cubits was the length, and the height along the width was five cubits, like the hangings of the court. (text revizuit în limba română cu diacritice)
EXO 38:19	Their pillars were four, and their sockets four, of bronze; their hooks of silver, and the overlaying of their capitals, and their fillets, of silver. (text revizuit în limba română cu diacritice)
EXO 38:20	All the pins of the tabernacle, and around the court, were of bronze. (text revizuit în limba română cu diacritice)
EXO 38:21	These are the amounts of materials used for the tabernacle, even the Tabernacle of the Testimony, as they were counted, according to the commandment of Moise, for the service of the Levites, by the mână of Ithamar, the son of Aaron the priest.
EXO 38:22	Bezalel the son of Uri, the son of Hur, of the tribe of Judah, made all that the DOMNUL commanded Moise. (text revizuit în limba română cu diacritice)
EXO 38:23	With him was Oholiab, the son of Ahisamach, of the tribe of Dan, an engraver, and a skillful workman, and an embroiderer in blue, in purple, in scarlet, and in fine linen. (text revizuit în limba română cu diacritice)
EXO 38:24	All the să pleceld that was used for the work in all the work of the sanctuary, even the să pleceld of the offering, was twenty-nine talents and seven hundred thirty shekels, according to the shekel of the sanctuary.
EXO 38:25	The silver of those who were counted of the congregation was one hundred talents and one thousand seven hundred seventy-five shekels, according to the shekel of the sanctuary: (text revizuit în limba română cu diacritice)
EXO 38:26	a beka a head, that is, half a shekel, according to the shekel of the sanctuary, for everyone who passed over to those who were counted, from twenty years old and upward, for six hundred three thousand five hundred fifty men. (text revizuit în limba română cu diacritice)
EXO 38:27	The one hundred talents of silver were for casting the sockets of the sanctuary and the sockets of the veil: one hundred sockets for the one hundred talents, one talent per socket. (text revizuit în limba română cu diacritice)
EXO 38:28	From the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them. (text revizuit în limba română cu diacritice)
EXO 38:29	The bronze of the offering was seventy talents and two thousand four hundred shekels. (text revizuit în limba română cu diacritice)
